context_en;context_ru;domain;idiom_en;is_idiomatic;idiom_ru;en_idiom_structure;ru_idiom_structure;interlanguage_equivalence;translation_equivalence
I don?t understand this situation at all. I want to know exactly who is pulling the strings.;Я совершенно не понимаю этой ситуации. Я хочу точно знать, у кого все ниточки в руках.;general;pull the strings;ИСТИНА;все ниточки в руках;<VERB> + DET + NOUN;DET + <NOUN> + ADP + NOUN;2;ИСТИНА
Soon, at his request, several of his followers pull up stakes, leaving their families and friends, to start life anew in the strange and difficult environment of Guyana.;Вскоре, по его просьбе, некоторые из его последователей уходят, бросая свои семьи и друзей, чтобы начать жизнь заново в странной и сложной обстановке Гайаны.;fiction;pull up stakes;ИСТИНА;;<VERB> + ADP + NOUN;;4;?
Yes, Russia still punches above its weight in some areas, like nuclear weapons.;Да, Россия по-прежнему имеет несоответствующий её силе потенциал в некоторых сферах, например, в ядерном оружии.;mass_media;punch above your weight;ИСТИНА;;<VERB> + ADP + PRON + NOUN;;3;ЛОЖЬ
Yes, Russia still punches above its weight in some areas, like nuclear weapons.;Да, Россия по-прежнему слишком много на себя берёт в некоторых сферах, например, в ядерном оружии.;mass_media;punch above your weight;ИСТИНА;много брать на себя;<VERB> + ADP + PRON + NOUN;ADV + <VERB> + ADP + PRON;3;ИСТИНА
If you had not nailed it to the perch, it would be pushing up the daisies.;Если бы вы не приколотили его к насесту, он бы порхал над ромашками.;fiction;pushing up the daisies;ЛОЖЬ;;;;;
You'll be pushing up daisies when Mom finds out that you dented her brand-new car.;Мама тебя прибьёт, когда узнает, что ты помял ее новенькую машину.;general;pushing up the daisies;ИСТИНА;;<VERB> + ADP + DET + NOUN;;3;ЛОЖЬ
I'll be pushing up the daisies long before the price of property goes down in our city.;Я точно помру к тому времени, как цены на недвижимость в нашем городе снизятся.;general;pushing up the daisies;ИСТИНА;;<VERB> + ADP + DET + NOUN;;3;ЛОЖЬ
And I want to settle down and put down roots.;А ведь хочется уже осесть и пустить корни.;mass_media;put down roots;ИСТИНА;пустить корни;<VERB> + ADP + NOUN;<VERB> + NOUN;1;ИСТИНА
You can finally put down roots and start pursuing a long-held dream.;Наконец-то вы сможете пустить корни и начать осуществлять давнюю мечту.;mass_media;put down roots;ИСТИНА;пустить корни;<VERB> + ADP + NOUN;<VERB> + NOUN;1;ИСТИНА
Don't put your feet on the furniture.;Не ставьте ноги на мебель.;edu_and_sci;put foot;ЛОЖЬ;;;;;
a person wearing kneepads putting a foot on a skateboard;человек в наколенниках ставит ногу на скейтборд.;general;put foot;ЛОЖЬ;;;;;
She put her feet in the bathtub.;Она опустила ноги в ванну.;edu_and_sci;put foot;ЛОЖЬ;;;;;
An elephant puts his feet on the back of another elephant on a dry grassy field.;Слон кладет ноги на спину другого слона на сухом травянистом поле.;general;put foot;ЛОЖЬ;;;;;
A skier putting their feet in the skies.;Лыжник ставит ноги в лыжи.;general;put foot;ЛОЖЬ;;;;;
Lothar Meggendorfer put his foot down.;Лотар Меггендорфер поставил ногу на место.;edu_and_sci;put foot;ЛОЖЬ;;;;;
I know I will succeed, because when I put foot, I can outperform anyone in my way.;Я знаю, что добьюсь успеха, потому что, когда я приступаю к делу, я могу превзойти любого на своем пути.;general;put foot;ИСТИНА;;<VERB> + NOUN;;4;?
The straight course makes it abundantly clear that the race is all about putting foot.;Прямая трасса со всей очевидностью показывает, что в гонке главное ? стартовать первым.;general;put foot;ИСТИНА;;<VERB> + NOUN;;4;?
You'd better put foot ? it's getting late.;Тебе лучше поторопиться ? уже поздно.;general;put foot;ИСТИНА;;<VERB> + NOUN;;4;?
Indeed, though party officials had been in place for some time, they waited until the votes were cast before putting their cards on the table, and even then did so behind closed doors.;Хотя партийные функционеры были к ней уже готовы, они ждали результатов выборов, прежде чем раскрыть карты, но даже после выборов они делали это за закрытыми дверьми.;mass_media;put your cards on the table;ИСТИНА;раскрывать карты;<VERB> + PRON + NOUN + ADP + DET + NOUN;<VERB> + NOUN;2;ИСТИНА
She put her feet in the bathtub.;Она опустила ноги в ванну.;edu_and_sci;put your foot in it;ЛОЖЬ;;;;;
Oh man, did I ever put my foot in it ? I just congratulated Sarah's sister on being pregnant. She isn't.;О боже, я так наплошал ? я всего лишь поздравил сестру Сары с беременностью. А она не беременна.;general;put your foot in it;ИСТИНА;;<VERB> + PRON + NOUN + ADP + PRON;;3;ЛОЖЬ
He just tends to put his foot in it when he's forced to speak for too long, so try to get him off stage as soon as possible.;Он просто начинает пороть чушь, когда ему приходится говорить слишком долго, так что постарайся увести его со сцены как можно скорее.;general;put your foot in it;ИСТИНА;пороть чушь;<VERB> + PRON + NOUN + ADP + PRON;<VERB> + NOUN;3;ИСТИНА
To the majority of voters, he is a lightweight, forever putting his foot in his mouth.;Для большинства избирателей он ? легкомысленный человек, вечно лезущий не в свое дело.;general;put your foot in it;ИСТИНА;лезть не в своё дело;<VERB> + PRON + NOUN + ADP + PRON;<VERB> + PART + ADP + DET + NOUN;3;ИСТИНА
He really put his foot in it when he mentioned the party to her. She hadn?t been invited.;Он серьёзно налажал, когда упомянул при ней о вечеринке. Её не приглашали.;general;put your foot in it;ИСТИНА;;<VERB> + PRON + NOUN + ADP + PRON;;3;ЛОЖЬ
With this information, the members of her band can put their heads together and discuss whether they ought to approach the river in order to chase away the lion and hunt the bison.;Получив эту информацию, люди могут ещё и посоветоваться, не прогнать ли им льва подальше от реки и не продолжить ли охоту на бизонов самим.;fiction;put your heads together;ИСТИНА;;<VERB> + PRON + NOUN + ADV;;4;?
In 1847, British train companies put their heads together and agreed that henceforth all train timetables would be calibrated to Greenwich Observatory time, rather than the local times of Liverpool, Manchester or Glasgow.;В 1847 году английские железнодорожные компании провели совещание и решили указывать в расписании время по Гринвичской обсерватории, а не по местному времени Ливерпуля, Манчестера или Глазго.;fiction;put your heads together;ИСТИНА;;<VERB> + PRON + NOUN + ADV;;4;?
If the two of you put your heads together, I'm confident you'll figure out a workable solution.;Если вы двое соберетесь с мыслями, я уверен, вы найдёте приемлемое решение.;general;put your heads together;ИСТИНА;;<VERB> + PRON + NOUN + ADV;;4;?
Don't worry, we're putting our heads together to come up with a catchier slogan right now.;Не волнуйтесь, прямо сейчас мы работаем над тем, чтобы придумать более броский слоган.;general;put your heads together;ИСТИНА;;<VERB> + PRON + NOUN + ADV;;4;?
If there's a problem, we all just sit down, put our heads together and figure it out.;Если возникает проблема, мы все просто сядем, соберёмся с мыслями и разберёмся в ней.;general;put your heads together;ИСТИНА;;<VERB> + PRON + NOUN + ADV;;4;?
Well, if you put enough money on the table, I might say ?yes?, and I might even show you how I do it.;Что ж, если вы положите на стол достаточно денег, я могу сказать ?да? и даже показать вам, как я это делаю.;edu_and_sci;put your money on;ЛОЖЬ;;;;;
Put your money where your mouth is.;Положи свои деньги туда, где находится твой рот.;edu_and_sci;put your money where your mouth is;ЛОЖЬ;;;;;
Put your money where your mouth is.;Отвечать за свои слова, так сказать.;edu_and_sci;put your money where your mouth is;ИСТИНА;;<VERB> + PRON + NOUN + SCONJ + PRON + NOUN + AUX;;3;ЛОЖЬ
Fans who have been demanding a sequel for the last decade had better put their money where their mouth is and go buy a ticket!;Лучше бы те фанаты, которые в течение последнего десятилетия требовали продолжения, подкрепили свои слова делом и купили билет!;general;put your money where your mouth is;ИСТИНА;;<VERB> + PRON + NOUN + SCONJ + PRON + NOUN + AUX;;3;ЛОЖЬ
He promised to lower taxes if he got elected. Now let's see if he'll put his money where his mouth is.;Он пообещал снизить налоги, если его изберут. Сейчас посмотрим, сделает ли он что-нибудь.;general;put your money where your mouth is;ИСТИНА;;<VERB> + PRON + NOUN + SCONJ + PRON + NOUN + AUX;;3;ЛОЖЬ
If the minister is so keen on the school he should put his money where his mouth is and give us more resources.;Если министр так заботится о школе, ему следует подкрепить свои слова делом, и выделить нам больше ресурсов.;general;put your money where your mouth is;ИСТИНА;;<VERB> + PRON + NOUN + SCONJ + PRON + NOUN + AUX;;3;ЛОЖЬ
The government talks about helping disabled people, but doesn?t put its money where its mouth is.;Правительство говорит о помощи инвалидам, но ничего для них не делает.;general;put your money where your mouth is;ИСТИНА;;<VERB> + PRON + NOUN + SCONJ + PRON + NOUN + AUX;;3;ЛОЖЬ
You think she?ll win? Come on, then, put your money where your mouth is.;Ты думаешь, она выиграет? Давай поспорим, если ты так в этом уверен.;general;put your money where your mouth is;ИСТИНА;;<VERB> + PRON + NOUN + SCONJ + PRON + NOUN + AUX;;3;ЛОЖЬ
It is raining cats and dogs.;Льёт как из ведра.;general;rain cats and dogs;ИСТИНА;лить как из ведра;NOUN + <NOUN> + CCONJ + NOUN;<VERB> + SCONJ + ADP + NOUN;3;ИСТИНА
It rains cats and dogs.;Дождь льёт как из ведра.;general;rain cats and dogs;ИСТИНА;лить как из ведра;NOUN + <NOUN> + CCONJ + NOUN;<VERB> + SCONJ + ADP + NOUN;3;ИСТИНА
One in the field is not a warrior. A lone voice will not even raise dust.;Один в поле не воин. Одинокий голос и пыли не поднимет.;mass_media;raise a dust;ИСТИНА;поднять пыль;<VERB> + DET + NOUN;<VERB> + NOUN;2;ИСТИНА
She is a ray of sunshine.;Она ? лучик света.;edu_and_sci;ray of sunshine;ИСТИНА;лучик света;<PROPN> + ADP + NOUN;<NOUN> + NOUN;2;ИСТИНА
"In fact, we are not reinventing the wheel; it is worth noting that some international airlines operating in Kazakhstan have been charging extra for certain services, including extra luggage weight, for quite some time.";На самом деле, мы не изобретаем велосипед, стоит отметить, что некоторые международные авиакомпании, осуществляющие свою лётную деятельность на территории Казахстана, довольно давно взимают дополнительную плату за отдельные услуги, в том числе и за дополнительный вес багажа.;mass_media;reinvent the wheel;ИСТИНА;изобретать велосипед;<VERB> + DET + NOUN;<VERB> + NOUN;2;ИСТИНА
There is no need to reinvent the wheel.;Незачем изобретать велосипед.;fiction;reinvent the wheel;ИСТИНА;изобретать велосипед;<VERB> + DET + NOUN;<VERB> + NOUN;2;ИСТИНА
As the global experience demonstrates, recreating the whole innovative production cycle in a separate country means reinventing the wheel.;Как показывает общемировая практика, пытаться воспроизводить весь инновационный производственный цикл в отдельно взятой стране ? значит изобретать велосипед.;legal_docs;reinvent the wheel;ИСТИНА;изобретать велосипед;<VERB> + DET + NOUN;<VERB> + NOUN;2;ИСТИНА
Rawlinson did not rest on his laurels.;Роулисон не почивал на лаврах.;fiction;rest on your laurels;Ambiguous;почивать на лаврах;<VERB> + ADP + PRON + NOUN;<VERB> + ADP + NOUN;1;ИСТИНА
Rawlinson did not rest on his laurels.;На этом Роулисон не успокоился.;fiction;rest on your laurels;ИСТИНА;;<VERB> + ADP + PRON + NOUN;;1;ЛОЖЬ
Nor are these titles laurels that can be rested on once they are acquired.;Да и удостоившись такого звания, не стоит почивать на лаврах.;fiction;rest on your laurels;ИСТИНА;почивать на лаврах;<VERB> + ADP + PRON + NOUN;<VERB> + ADP + NOUN;1;ИСТИНА
Yet we cannot rest on our laurels.;Тем не менее, мы не можем почивать на лаврах.;legal_docs;rest on your laurels;ИСТИНА;почивать на лаврах;<VERB> + ADP + PRON + NOUN;<VERB> + ADP + NOUN;1;ИСТИНА
However, all the positive achievements during these years must not give the impression that all the problems of current and strategic nature have been solved, and it is hardly time to rest on our laurels.;Однако, все положительное, достигнутое за эти годы, не должно создавать впечатления, что все проблемы текущего и стратегического характера решены, и едва ли настало время почивать на лаврах.;legal_docs;rest on your laurels;ИСТИНА;почивать на лаврах;<VERB> + ADP + PRON + NOUN;<VERB> + ADP + NOUN;1;ИСТИНА
The same goes for the hypothetical caller: there may be one, there may be none, or the phone might ring off the hook with would-be suitors.;То же самое верно и для гипотетического позвонившего: он может быть один, его может вообще не быть или телефон может разорваться от звонков потенциальных поклонников.;fiction;ring off the hook;ИСТИНА;;<VERB> + ADP + DET + NOUN;;4;?
Risen from the ashes, it has become the center of attraction for the head offices of many international companies.;Восставший из пепла, он стал центром притяжения головных офисов многих международных компаний.;mass_media;rise from the ashes;ИСТИНА;восстать из пепла;<VERB> + ADP + DET + NOUN;<VERB> + ADP + NOUN;1;ИСТИНА
Rituals, including rites of passage.;Ритуалы, включая обряд похорон.;fiction;rite of passage;ИСТИНА;;<NOUN> + ADP + NOUN;;4;?
Bonn is on the banks of the Rhine, and cruising along it is like undergoing a rite of passage.;Бонн находится на берегу Рейна, и совершить круиз по нему ? все равно что пройти обряд посвящения.;mass_media;rite of passage;ИСТИНА;;<NOUN> + ADP + NOUN;;4;?
If we want to see our country as a strong and powerful state, we should not rock the boat that would destroy peace and order, which are fragile.;Если мы хотим видеть нашу страну сильным и мощным государством, мы не должны сами раскачивать лодку, рушить хрупкий мир и порядок.;legal_docs;rock the boat;ИСТИНА;раскачивать лодку;<VERB> + DET + NOUN;<VERB> + NOUN;1;ИСТИНА
Russia?s large economic establishment remains too well off to want to rock the boat.;Основная часть экономического истеблишмента России по-прежнему живёт слишком хорошо, чтобы захотеть раскачивать лодку.;mass_media;rock the boat;ИСТИНА;раскачивать лодку;<VERB> + DET + NOUN;<VERB> + NOUN;1;ИСТИНА
However, they do not think about starting to solve a tense situation with their sleeves rolled up.;Однако они не думают о том, чтобы приступать к решению напряжённой ситуации засучив рукава.;mass_media;roll up your sleeves;ИСТИНА;засучить рукава;<VERB> + ADP + PRON + NOUN;<VERB> + NOUN;1;ИСТИНА
We just have to roll up our sleeves and get down to business.;Надо только засучить рукава и приняться за дело.;legal_docs;roll up your sleeves;Ambiguous;засучить рукава;<VERB> + ADP + PRON + NOUN;<VERB> + NOUN;1;ИСТИНА
What is needed in the new system to understand why to start rolling up your sleeves?;Что в новой системе нужно чтобы понимать, зачем приступать засучив рукава?;mass_media;roll up your sleeves;ИСТИНА;засучить рукава;<VERB> + ADP + PRON + NOUN;<VERB> + NOUN;1;ИСТИНА
I call on all politicians to roll up their sleeves and get to work!;Призываю всех политиков взяться за дело, засучив рукава!;mass_media;roll up your sleeves;ИСТИНА;засучить рукава;<VERB> + ADP + PRON + NOUN;<VERB> + NOUN;1;ИСТИНА
He started rolling up his sleeves to create a powerful sovereign state with a market economy.;К делу создания мощного суверенного государства с рыночной экономикой приступил засучив рукава.;mass_media;roll up your sleeves;ИСТИНА;засучить рукава;<VERB> + ADP + PRON + NOUN;<VERB> + NOUN;1;ИСТИНА
Many are waiting for the village akim, rolling up his sleeves, to actively begin service.;Многие ждут, когда сельский аким, засучив рукава, активно приступит к службе.;mass_media;roll up your sleeves;ИСТИНА;засучить рукава;<VERB> + ADP + PRON + NOUN;<VERB> + NOUN;1;ИСТИНА
Both unions and employers need to roll up their sleeves and not just demand.;И профсоюзам, и работодателям надо здесь тоже работать, засучив рукава, а не только требовать.;legal_docs;roll up your sleeves;ИСТИНА;засучить рукава;<VERB> + ADP + PRON + NOUN;<VERB> + NOUN;1;ИСТИНА
Now the fifth entrepreneur is determined to do this business with their sleeves rolled up.;Теперь пятый предприниматель настроен заняться этим делом засучив рукава.;mass_media;roll up your sleeves;ИСТИНА;засучить рукава;<VERB> + ADP + PRON + NOUN;<VERB> + NOUN;1;ИСТИНА
And the mayor's office of the capital proceeded to the issue of shareholders rolling up their sleeves.;А столичный акимат приступил к вопросу дольщиков засучив рукава.;mass_media;roll up your sleeves;ИСТИНА;засучить рукава;<VERB> + ADP + PRON + NOUN;<VERB> + NOUN;1;ИСТИНА
It would be nice if the efforts of the searchers, who took up the case with their sleeves rolled up, were successful.;Было бы хорошо, если усилия поисковиков, принявшихся за это дело засучив рукава, увенчались успехом.;mass_media;roll up your sleeves;ИСТИНА;засучить рукава;<VERB> + ADP + PRON + NOUN;<VERB> + NOUN;1;ИСТИНА
So, we need to roll up our sleeves and get down to business.;Итак, нам нужно засучить рукава и перейти к делу.;legal_docs;roll up your sleeves;ИСТИНА;засучить рукава;<VERB> + ADP + PRON + NOUN;<VERB> + NOUN;1;ИСТИНА
Minister Askhat Aimagambetov wished good luck to the applicants of the first stream, who started testing today with their sleeves rolled up.;Министр Асхат Аймагамбетов пожелал удачи абитуриентам первого потока, которые приступили сегодня к тестированию засучив рукава.;mass_media;roll up your sleeves;ИСТИНА;засучить рукава;<VERB> + ADP + PRON + NOUN;<VERB> + NOUN;1;ИСТИНА
The peasants started harvesting with their sleeves rolled up.;Крестьяне приступили к сбору урожая, засучив рукава.;mass_media;roll up your sleeves;Ambiguous;засучить рукава;<VERB> + ADP + PRON + NOUN;<VERB> + NOUN;1;ИСТИНА
Those who are thinking about the future of the country have started to attract investment rolling up their sleeves.;Те, кто думают о будущем страны, засучив рукава приступили к привлечению инвестиций.;mass_media;roll up your sleeves;ИСТИНА;засучить рукава;<VERB> + ADP + PRON + NOUN;<VERB> + NOUN;1;ИСТИНА
This year, environmentalists will begin to improve the city, rolling up their sleeves.;В этом году экологи намерены приступить к благоустройству города засучив рукава.;mass_media;roll up your sleeves;ИСТИНА;засучить рукава;<VERB> + ADP + PRON + NOUN;<VERB> + NOUN;1;ИСТИНА
They started building a playground with his sleeves rolled up.;К строительству детской площадки приступил засучив рукава.;mass_media;roll up your sleeves;Ambiguous;засучить рукава;<VERB> + ADP + PRON + NOUN;<VERB> + NOUN;1;ИСТИНА
Although seventeen million tenge has been allocated for the repair work, not a single person is noticeable who has started to work with their sleeves rolled up.;Хоть на ремонтные работы было выделено семнадцать миллионов тенге, не заметно ни души, принявшейся за работу засучив рукава.;mass_media;roll up your sleeves;ИСТИНА;засучить рукава;<VERB> + ADP + PRON + NOUN;<VERB> + NOUN;1;ИСТИНА
This year, Askar Kerelbaev began to roll up his sleeves to rebuild the destroyed buildings in Arysi.;В этом году Аскар Керелбаев приступил к восстановлению разрушенных зданий в Арыси, засучив рукава.;mass_media;roll up your sleeves;ИСТИНА;засучить рукава;<VERB> + ADP + PRON + NOUN;<VERB> + NOUN;1;ИСТИНА
Representatives of the regional election commission rolled up their sleeves and started hard work.;Представители областной избирательной комиссии засучили рукава и приступили к напряжённой работе.;mass_media;roll up your sleeves;ИСТИНА;засучить рукава;<VERB> + ADP + PRON + NOUN;<VERB> + NOUN;1;ИСТИНА
They roll up their sleeves and get the job done.;Они засучивают рукава и выполняют работу.;fiction;roll up your sleeves;ИСТИНА;засучить рукава;<VERB> + ADP + PRON + NOUN;<VERB> + NOUN;1;ИСТИНА
It is clear that young people have started this business with their sleeves rolled up.;Понятно, что молодёжь вступает в это дело засучив рукава.;mass_media;roll up your sleeves;ИСТИНА;засучить рукава;<VERB> + ADP + PRON + NOUN;<VERB> + NOUN;1;ИСТИНА
The man in a black tie sits in a chair with his shirt sleeves rolled up.;Мужчина в черном галстуке с закатанными рукавами рубашки сидит в кресле.;general;roll up your sleeves;ЛОЖЬ;;;;;
He works with his sleeves rolled up.;Он работает, засучив рукава.;general;roll up your sleeves;Ambiguous;засучить рукава;<VERB> + ADP + PRON + NOUN;<VERB> + NOUN;1;ИСТИНА
We are about to start cleaning up the grass, cleaning up the weeds, having rolled up our sleeves.;Намерены приступить к очистке от травы, к очистке от сорняков, засучив рукава.;mass_media;roll up your sleeves;ИСТИНА;засучить рукава;<VERB> + ADP + PRON + NOUN;<VERB> + NOUN;1;ИСТИНА
If there ?s only room for one woman at the top, then you cannot make room for others, much less lift them up.;Если на вершине есть место только для одной женщины, то вы не сможете освободить место для других, а тем более поднять их наверх.;edu_and_sci;room at the top;ЛОЖЬ;;;;;
There appears to be room at the top for the giant tech company, as the current CEO announced his immediate resignation.;Похоже, что на самой верхушке гигантской технологической компании освободилось место, поскольку нынешний генеральный директор объявил о своей немедленной отставке.;general;room at the top;ИСТИНА;;<NOUN> + ADP + DET + NOUN;;4;?
Numerous motorcycle riders are rounding the bend of a curve in the road.;Многочисленные мотоциклисты объезжают поворот дороги.;general;round the bend;ЛОЖЬ;;;;;
It's freezing today, and you're not going to wear a coat? Have you gone around the bend?;Сегодня такой холод, а ты не собираешься надевать шубу? у тебя что, крыша поехала?;general;round the bend;ИСТИНА;крыша поехала;<ADP> + DET + NOUN;NOUN + <VERB>;3;ИСТИНА
I'll end up going round the bend if I have to work in this cubicle for one more day!;Я сойду с ума, если мне придется проработать в этой кабинке еще хоть один день!;general;round the bend;ИСТИНА;сойти с ума;<ADP> + DET + NOUN;<VERB> + ADP + NOUN;3;ИСТИНА
Of course I don't want to go to the mall on the last Saturday before Christmas ? I haven't gone around the bend yet!;Конечно, я не хочу идти в торговый центр в последнюю субботу перед Рождеством ? я ещё не сошла с катушек!;general;round the bend;ИСТИНА;сойти с катушек;<ADP> + DET + NOUN;<VERB> + ADP + NOUN;3;ИСТИНА
I think this job is sending me around the bend.;Я думаю, что эта работа сводит меня с ума.;general;round the bend;ИСТИНА;сводить с ума;<ADP> + DET + NOUN;<VERB> + ADP + NOUN;3;ИСТИНА
She sounds like she's round the bend already.;Похоже, она уже совсем чокнулась.;general;round the bend;ИСТИНА;;<ADP> + DET + NOUN;;3;ЛОЖЬ
I actually used to look at mountaineers and think they were a little bit round the bend.;На самом деле, раньше я смотрел на альпинистов и думал, что они немного чокнутые.;general;round the bend;ИСТИНА;;<ADP> + DET + NOUN;;3;ЛОЖЬ
If anyone told me a few months ago that I'd meet a marvellous person like you, I'd have said they were round the bend.;Если бы кто-нибудь сказал мне несколько месяцев назад, что я встречу такого замечательного человека, как ты, я бы ему ответил, что он спятил.;general;round the bend;ИСТИНА;;<ADP> + DET + NOUN;;3;ЛОЖЬ
We without work, well, they say the work at the airport is round the clock.;У нас без работы, ну, ведь говорят же работа в аэропорту круглосуточная.;mass_media;round the clock;ИСТИНА;;<VERB> + DET + NOUN;;3;ЛОЖЬ
Round clock on the corner in the city.;Круглые часы на углу в городе.;general;round the clock;ЛОЖЬ;;;;;
On the election day, laptop, printer and Wi-Fi work round the clock.;В день голосования ноутбук, принтер и вай-фай работают днём и ночью.;mass_media;round the clock;ИСТИНА;днём и ночью;<VERB> + DET + NOUN;<NOUN> + CCONJ + NOUN;3;ИСТИНА
Here you will find majestic cupolas built during the rule of the tzars to imposing, Stalin-era buildings rubbing shoulders with gleaming new business centres.;Тут тебе величественные купола, построенные во времена правления царей, а рядом ? большое здание сталинской эпохи, стоящее бок о бок с ультрасовременным бизнес-центром.;mass_media;rub shoulders with;ИСТИНА;бок о бок;<VERB> + NOUN + ADP;<ADV> + ADP + NOUN;3;ИСТИНА
Mongol cavalrymen in skins and furs rubbed shoulders with Chinese foot soldiers in bamboo hats.;Монгольские всадники, одетые в меха и звериные шкуры, скакали между рядами китайской пехоты в бамбуковых шляпах.;fiction;rub shoulders with;ИСТИНА;;<VERB> + NOUN + ADP;;3;ЛОЖЬ
To run with the hare and hunt with the hounds.;И нашим, и вашим ? всем спляшем.;general;run with the hare and hunt with the hounds;ИСТИНА;и нашим, и вашим;<VERB> + ADP + DET + NOUN + CCONJ + VERB + ADP + DET + NOUN;CCONJ + <DET> + PUNCT + CCONJ + <DET>;3;ИСТИНА
We always see red fruit in the autumn.;Осенью мы всегда видим красные плоды.;edu_and_sci;see red;ЛОЖЬ;;;;;
He's generally not a confrontational person, but you'd better get out of his way when he sees red!;Вообще, он не конфликтный человек, но лучше не попадать ему под руку, когда он в ярости!;general;see red;ИСТИНА;;<VERB> + NOUN;;3;ЛОЖЬ
I see red when anyone disrespects my wife.;Я впадаю в бешенство, когда кто-то проявляет неуважение к моей жене.;general;see red;ИСТИНА;впасть в бешенство;<VERB> + NOUN;<VERB> + ADP + NOUN;3;ИСТИНА
Whenever I think of the needless destruction of trees, I see red.;Всякий раз, когда я думаю о бессмысленном уничтожении деревьев, я сильно злюсь.;general;see red;ИСТИНА;;<VERB> + NOUN;;3;ЛОЖЬ
Bill really saw red when the tax bill arrived.;Билл был вне себя от ярости, когда пришел счёт за уплату налогов.;general;see red;ИСТИНА;вне себя;<VERB> + NOUN;ADP + <PRON>;3;ИСТИНА
I saw red when I learned they had not invited Tom and his family.;Я вышла из себя, когда узнала, что они не пригласили Тома и его семью.;general;see red;ИСТИНА;выходить из себя;<VERB> + NOUN;<VERB> + ADP + PRON;3;ИСТИНА
I cannot stand humiliation of any kind. I just see red.;Я не выношу унижения ни в каком виде. Я просто выхожу из себя.;general;see red;ИСТИНА;выходить из себя;<VERB> + NOUN;<VERB> + ADP + PRON;3;ИСТИНА
Comments like that make me see red.;Подобные комментарии выводят меня из себя.;general;see red;ИСТИНА;выводить из себя;<VERB> + NOUN;<VERB> + ADP + PRON;3;ИСТИНА
The new zookeeper was surprised to see a new baby elephant.;Новый смотритель зоопарка был удивлён, увидев нового слоненка.;edu_and_sci;see the elephant;ЛОЖЬ;;;;;
Not only can you see elephants here (hundreds of them live in the park), but also crocodiles, peacocks and all sorts of other brightly-colored birds, leopards, monkeys, water buffalo, and even a type of tropical bear called the Sri Lankan sloth bear.;В этом национальном парке можно увидеть не только слонов (которых здесь сотни), но и крокодилов, павлинов и ярких птиц, леопардов, обезьян, азиатских буйволов и даже своего рода тропического медведя ? Шри-Ланкийского губача.;mass_media;see the elephant;ЛОЖЬ;;;;;
I've never understood those people who go to college, get jobs, and get married in the same town where they grew up ? surely you'd want to get out and see the elephant a bit, no?;Я никогда не понимал тех людей, которые учатся в колледже, устраиваются на работу и женятся в том же городе, где они выросли ? хочется же как-то выбраться и повидать свет, нет?;general;see the elephant;ИСТИНА;;<VERB> + DET + NOUN;;4;?
I've seen the elephant in my day, kid, so don't talk to me about making sacrifices or having a hard life.;Я повидал жизнь, малыш, так что не тебе говорить мне о том, что жизнь трудна и что приходится чем-то жертвовать.;general;see the elephant;ИСТИНА;;<VERB> + DET + NOUN;;4;?
At best, regional integration could set the stage for sorely needed governance reforms, and thus clear a way out of the populist trap.;А в лучшем ? региональная интеграция позволила бы создать условия для столь остро необходимых реформ в управлении, расчищая, тем самым, путь от популистских ловушек.;mass_media;set the stage for;ИСТИНА;;<VERB> + DET + NOUN + ADP;;2;ЛОЖЬ
These elaborate instructions were used to set the stage for the important event to follow.;Эти подробные инструкции были использованы, чтобы подготовить почву для предстоящего важного события.;fiction;set the stage for;ИСТИНА;подготовить почву;<VERB> + DET + NOUN + ADP;<VERB> + NOUN;2;ИСТИНА
This instruction served to set the stage for the initiation procedure.;Данная инструкция служила для того, чтобы оправдать проведение экспериментаторами своеобразной процедуры инициации.;fiction;set the stage for;ИСТИНА;;<VERB> + DET + NOUN + ADP;;2;ЛОЖЬ
I do have a plan, but in order for me to tell you what that plan is, I need to tell you a little story, which kind of sets the stage.;У меня есть план, но для того, чтобы рассказать вам, что это за план, мне нужно рассказать вам небольшую историю, которая как бы задаст основу.;edu_and_sci;set the stage for;ИСТИНА;;<VERB> + DET + NOUN + ADP;;2;ЛОЖЬ
When this competitive classroom dynamic is added to a situation already strained by interracial distrust, it sets the stage for the kind of turmoil we encountered in Austin.;Когда эта конкурентная динамика в классе добавляется к ситуации, уже напряженной межрасовым недоверием, это готовит почву для беспорядков, с которыми мы столкнулись в Остине.;fiction;set the stage for;ИСТИНА;подготовить почву;<VERB> + DET + NOUN + ADP;<VERB> + NOUN;2;ИСТИНА
This requirement puts the social psychologist in the position of a film director who?s setting the stage for action but not telling the actor what the play is all about.;Это требование ставит социального психолога в положение режиссера, который готовит сцену к действию, но не рассказывает актёру, о чём идёт речь в пьесе.;fiction;set the stage for;ЛОЖЬ;;;;;
It could also set the stage for the ?clash of civilizations? of which the late Samuel Huntington warned.;Это может создать условия и для начала того ?столкновения цивилизаций?, о котором предупреждал покойный Сэмюэл Хантингтон.;mass_media;set the stage for;ИСТИНА;;<VERB> + DET + NOUN + ADP;;2;ЛОЖЬ
What I am saying is that piling on excessive external justification inhibits one of the processes that can help set the stage for increased enjoyment.;Я говорю о том, что чрезмерное внешнее оправдание препятствует одному из процессов, которые могут помочь подготовить почву для большего удовольствия.;fiction;set the stage for;ИСТИНА;подготовить почву;<VERB> + DET + NOUN + ADP;<VERB> + NOUN;2;ИСТИНА
